basho,day,rikishi1_id,rikishi1_rank,rikishi1_result,rikishi1_win,kimarite,rikishi2_id,rikishi2_rank,rikishi2_result,rikishi2_win
2020.01,1,11726,M17w,1-0 (14-1),1,yorikiri,11785,J1w,0-1 (7-8),0
2020.01,1,11785,J1w,0-1 (7-8),0,yorikiri,11726,M17w,1-0 (14-1),1
2020.01,1,6753,M16w,0-1 (8-7),0,hikiotoshi,12231,M17e,1-0 (11-4),1
2020.01,1,12231,M17e,1-0 (11-4),1,hikiotoshi,6753,M16w,0-1 (8-7),0
2020.01,1,6473,M16e,1-0 (9-6),1,tsukiotoshi,6491,M15w,0-1 (8-7),0
2020.01,1,6491,M15w,0-1 (8-7),0,tsukiotoshi,6473,M16e,1-0 (9-6),1
2020.01,1,11723,M15e,1-0 (7-8),1,yorikiri,12024,M14w,0-1 (6-9),0
2020.01,1,12024,M14w,0-1 (6-9),0,yorikiri,11723,M15e,1-0 (7-8),1
2020.01,1,7153,M13w,0-1 (2-13),0,watashikomi,11868,M14e,1-0 (8-7),1
2020.01,1,11868,M14e,1-0 (8-7),1,watashikomi,7153,M13w,0-1 (2-13),0
2020.01,1,1226,M13e,0-1 (7-8),0,oshidashi,7240,M12w,1-0 (6-9),1
2020.01,1,7240,M12w,1-0 (6-9),1,oshidashi,1226,M13e,0-1 (7-8),0
2020.01,1,11845,M11w,1-0 (10-5),1,oshidashi,12113,M12e,0-1 (6-9),0
2020.01,1,12113,M12e,0-1 (6-9),0,oshidashi,11845,M11w,1-0 (10-5),1
2020.01,1,11934,M11e,1-0 (7-8),1,tsukidashi,12051,M10w,0-1 (6-9),0
2020.01,1,12051,M10w,0-1 (6-9),0,tsukidashi,11934,M11e,1-0 (7-8),1
2020.01,1,2879,M10e,0-1 (7-8),0,yorikiri,12292,M9w,1-0 (11-4),1
2020.01,1,12292,M9w,1-0 (11-4),1,yorikiri,2879,M10e,0-1 (7-8),0
2020.01,1,6594,M8w,0-1 (10-5),0,yorikiri,11855,M9e,1-0 (7-8),1
2020.01,1,11855,M9e,1-0 (7-8),1,yorikiri,6594,M8w,0-1 (10-5),0
2020.01,1,11786,M8e,1-0 (4-11),1,hatakikomi,12043,M7w,0-1 (9-6),0
2020.01,1,12043,M7w,0-1 (9-6),0,hatakikomi,11786,M8e,1-0 (4-11),1
2020.01,1,6599,M6w,0-1 (5-10),0,yorikiri,6614,M7e,1-0 (7-8),1
2020.01,1,6614,M7e,1-0 (7-8),1,yorikiri,6599,M6w,0-1 (5-10),0
2020.01,1,11728,M6e,0-1 (7-8),0,shitatenage,12412,M5w,1-0 (8-7),1
2020.01,1,12412,M5w,1-0 (8-7),1,shitatenage,11728,M6e,0-1 (7-8),0
2020.01,1,11946,M5e,0-1 (1-7-7),0,oshitaoshi,12130,M4w,1-0 (13-2),1
2020.01,1,12130,M4w,1-0 (13-2),1,oshitaoshi,11946,M5e,0-1 (1-7-7),0
2020.01,1,6463,M4e,1-0 (8-7),1,tsukiotoshi,12094,K1e,0-1 (5-10),0
2020.01,1,12094,K1e,0-1 (5-10),0,tsukiotoshi,6463,M4e,1-0 (8-7),1
2020.01,1,5944,M3e,1-0 (5-10),1,oshidashi,6480,S1w,0-1 (6-9),0
2020.01,1,6480,S1w,0-1 (6-9),0,oshidashi,5944,M3e,1-0 (5-10),1
2020.01,1,12210,M2w,0-1 (7-8),0,yorikiri,12291,S1e,1-0 (10-5),1
2020.01,1,12291,S1e,1-0 (10-5),1,yorikiri,12210,M2w,0-1 (7-8),0
2020.01,1,6468,O1w,0-1 (5-10),0,tsukiotoshi,12239,M2e,1-0 (11-4),1
2020.01,1,12239,M2e,1-0 (11-4),1,tsukiotoshi,6468,O1w,0-1 (5-10),0
2020.01,1,11784,M1w,0-1 (5-10),0,oshidashi,12191,O1e,1-0 (11-4),1
2020.01,1,12191,O1e,1-0 (11-4),1,oshidashi,11784,M1w,0-1 (5-10),0
2020.01,1,1219,Y1w,0-1 (1-4-10),0,yorikiri,12055,M1e,1-0 (9-6),1
2020.01,1,12055,M1e,1-0 (9-6),1,yorikiri,1219,Y1w,0-1 (1-4-10),0
2020.01,1,1123,Y1e,1-0 (1-3-11),1,yorikiri,11985,K1w,0-1 (7-8),0
2020.01,1,11985,K1w,0-1 (7-8),0,yorikiri,1123,Y1e,1-0 (1-3-11),1
2020.01,2,12231,M17e,1-1 (11-4),0,hatakikomi,12270,J2e,1-1 (8-7),1
2020.01,2,12270,J2e,1-1 (8-7),1,hatakikomi,12231,M17e,1-1 (11-4),0
2020.01,2,6753,M16w,1-1 (8-7),1,oshidashi,11726,M17w,1-1 (14-1),0
2020.01,2,11726,M17w,1-1 (14-1),0,oshidashi,6753,M16w,1-1 (8-7),1
2020.01,2,6473,M16e,1-1 (9-6),0,hatakikomi,11723,M15e,2-0 (7-8),1
2020.01,2,11723,M15e,2-0 (7-8),1,hatakikomi,6473,M16e,1-1 (9-6),0
2020.01,2,6491,M15w,0-2 (8-7),0,tsukiotoshi,12024,M14w,1-1 (6-9),1
2020.01,2,12024,M14w,1-1 (6-9),1,tsukiotoshi,6491,M15w,0-2 (8-7),0
2020.01,2,1226,M13e,0-2 (7-8),0,shitatenage,11868,M14e,2-0 (8-7),1
2020.01,2,11868,M14e,2-0 (8-7),1,shitatenage,1226,M13e,0-2 (7-8),0
2020.01,2,7153,M13w,1-1 (2-13),1,oshidashi,7240,M12w,1-1 (6-9),0
2020.01,2,7240,M12w,1-1 (6-9),0,oshidashi,7153,M13w,1-1 (2-13),1
2020.01,2,11934,M11e,1-1 (7-8),0,yorikiri,12113,M12e,1-1 (6-9),1
2020.01,2,12113,M12e,1-1 (6-9),1,yorikiri,11934,M11e,1-1 (7-8),0
2020.01,2,11845,M11w,2-0 (10-5),1,oshidashi,12051,M10w,0-2 (6-9),0
2020.01,2,12051,M10w,0-2 (6-9),0,oshidashi,11845,M11w,2-0 (10-5),1
2020.01,2,2879,M10e,1-1 (7-8),1,uwatedashinage,11855,M9e,1-1 (7-8),0
2020.01,2,11855,M9e,1-1 (7-8),0,uwatedashinage,2879,M10e,1-1 (7-8),1
2020.01,2,6594,M8w,1-1 (10-5),1,yorikiri,12292,M9w,1-1 (11-4),0
2020.01,2,12292,M9w,1-1 (11-4),0,yorikiri,6594,M8w,1-1 (10-5),1
2020.01,2,6614,M7e,1-1 (7-8),0,hatakikomi,11786,M8e,2-0 (4-11),1
2020.01,2,11786,M8e,2-0 (4-11),1,hatakikomi,6614,M7e,1-1 (7-8),0
2020.01,2,6599,M6w,1-1 (5-10),1,oshidashi,12043,M7w,0-2 (9-6),0
2020.01,2,12043,M7w,0-2 (9-6),0,oshidashi,6599,M6w,1-1 (5-10),1
2020.01,2,11728,M6e,1-1 (7-8),1,yorikiri,11946,M5e,0-2 (1-7-7),0
2020.01,2,11946,M5e,0-2 (1-7-7),0,yorikiri,11728,M6e,1-1 (7-8),1
2020.01,2,12130,M4w,2-0 (13-2),1,uwatenage,12412,M5w,1-1 (8-7),0
2020.01,2,12412,M5w,1-1 (8-7),0,uwatenage,12130,M4w,2-0 (13-2),1
2020.01,2,11784,M1w,0-2 (5-10),0,oshidashi,11985,K1w,1-1 (7-8),1
2020.01,2,11985,K1w,1-1 (7-8),1,oshidashi,11784,M1w,0-2 (5-10),0
2020.01,2,5944,M3e,1-1 (5-10),0,okuridashi,12291,S1e,2-0 (10-5),1
2020.01,2,12291,S1e,2-0 (10-5),1,okuridashi,5944,M3e,1-1 (5-10),0
2020.01,2,6463,M4e,1-1 (8-7),0,oshidashi,6480,S1w,1-1 (6-9),1
2020.01,2,6480,S1w,1-1 (6-9),1,oshidashi,6463,M4e,1-1 (8-7),0
2020.01,2,12191,O1e,1-1 (11-4),0,oshidashi,12239,M2e,2-0 (11-4),1
2020.01,2,12239,M2e,2-0 (11-4),1,oshidashi,12191,O1e,1-1 (11-4),0
2020.01,2,6468,O1w,0-2 (5-10),0,yorikiri,12210,M2w,1-1 (7-8),1
2020.01,2,12210,M2w,1-1 (7-8),1,yorikiri,6468,O1w,0-2 (5-10),0
2020.01,2,1123,Y1e,1-1 (1-3-11),0,kirikaeshi,12055,M1e,2-0 (9-6),1
2020.01,2,12055,M1e,2-0 (9-6),1,kirikaeshi,1123,Y1e,1-1 (1-3-11),0
2020.01,2,1219,Y1w,1-1 (1-4-10),1,hatakikomi,12094,K1e,0-2 (5-10),0
2020.01,2,12094,K1e,0-2 (5-10),0,hatakikomi,1219,Y1w,1-1 (1-4-10),1
2020.01,3,6753,M16w,2-1 (8-7),1,yorikiri,12026,J2w,1-2 (8-7),0
2020.01,3,12026,J2w,1-2 (8-7),0,yorikiri,6753,M16w,2-1 (8-7),1
2020.01,3,6473,M16e,1-2 (9-6),0,oshidashi,11726,M17w,2-1 (14-1),1
2020.01,3,11726,M17w,2-1 (14-1),1,oshidashi,6473,M16e,1-2 (9-6),0
2020.01,3,6491,M15w,0-3 (8-7),0,yorikiri,12231,M17e,2-1 (11-4),1
2020.01,3,12231,M17e,2-1 (11-4),1,yorikiri,6491,M15w,0-3 (8-7),0
2020.01,3,11723,M15e,2-1 (7-8),0,yorikiri,11868,M14e,3-0 (8-7),1
2020.01,3,11868,M14e,3-0 (8-7),1,yorikiri,11723,M15e,2-1 (7-8),0
2020.01,3,7153,M13w,2-1 (2-13),1,oshidashi,12024,M14w,1-2 (6-9),0
2020.01,3,12024,M14w,1-2 (6-9),0,oshidashi,7153,M13w,2-1 (2-13),1
2020.01,3,1226,M13e,1-2 (7-8),1,yorikiri,12113,M12e,1-2 (6-9),0
2020.01,3,12113,M12e,1-2 (6-9),0,yorikiri,1226,M13e,1-2 (7-8),1
2020.01,3,7240,M12w,1-2 (6-9),0,oshidashi,11845,M11w,3-0 (10-5),1
2020.01,3,11845,M11w,3-0 (10-5),1,oshidashi,7240,M12w,1-2 (6-9),0
2020.01,3,2879,M10e,2-1 (7-8),1,oshidashi,11934,M11e,1-2 (7-8),0
2020.01,3,11934,M11e,1-2 (7-8),0,oshidashi,2879,M10e,2-1 (7-8),1
2020.01,3,12051,M10w,0-3 (6-9),0,oshidashi,12292,M9w,2-1 (11-4),1
2020.01,3,12292,M9w,2-1 (11-4),1,oshidashi,12051,M10w,0-3 (6-9),0
2020.01,3,11786,M8e,2-1 (4-11),0,oshidashi,11855,M9e,2-1 (7-8),1
2020.01,3,11855,M9e,2-1 (7-8),1,oshidashi,11786,M8e,2-1 (4-11),0
2020.01,3,6614,M7e,2-1 (7-8),1,hatakikomi,12043,M7w,0-3 (9-6),0
2020.01,3,12043,M7w,0-3 (9-6),0,hatakikomi,6614,M7e,2-1 (7-8),1
2020.01,3,6594,M8w,2-1 (10-5),1,yorikiri,6599,M6w,1-2 (5-10),0
2020.01,3,6599,M6w,1-2 (5-10),0,yorikiri,6594,M8w,2-1 (10-5),1
2020.01,3,11946,M5e,0-3 (1-7-7),0,shitatedashinage,12412,M5w,2-1 (8-7),1
2020.01,3,12412,M5w,2-1 (8-7),1,shitatedashinage,11946,M5e,0-3 (1-7-7),0
2020.01,3,11728,M6e,1-2 (7-8),0,oshidashi,12130,M4w,3-0 (13-2),1
2020.01,3,12130,M4w,3-0 (13-2),1,oshidashi,11728,M6e,1-2 (7-8),0
2020.01,3,5944,M3e,2-1 (5-10),1,oshidashi,12094,K1e,0-3 (5-10),0
2020.01,3,12094,K1e,0-3 (5-10),0,oshidashi,5944,M3e,2-1 (5-10),1
2020.01,3,6480,S1w,2-1 (6-9),1,hatakikomi,12210,M2w,1-2 (7-8),0
2020.01,3,12210,M2w,1-2 (7-8),0,hatakikomi,6480,S1w,2-1 (6-9),1
2020.01,3,6463,M4e,1-2 (8-7),0,yorikiri,12291,S1e,3-0 (10-5),1
2020.01,3,12291,S1e,3-0 (10-5),1,yorikiri,6463,M4e,1-2 (8-7),0
2020.01,3,6468,O1w,0-3 (5-10),0,tsukiotoshi,12055,M1e,3-0 (9-6),1
2020.01,3,12055,M1e,3-0 (9-6),1,tsukiotoshi,6468,O1w,0-3 (5-10),0
2020.01,3,11985,K1w,1-2 (7-8),0,oshidashi,12191,O1e,2-1 (11-4),1
2020.01,3,12191,O1e,2-1 (11-4),1,oshidashi,11985,K1w,1-2 (7-8),0
2020.01,3,1219,Y1w,1-2 (1-4-10),0,oshidashi,12239,M2e,3-0 (11-4),1
2020.01,3,12239,M2e,3-0 (11-4),1,oshidashi,1219,Y1w,1-2 (1-4-10),0
2020.01,3,1123,Y1e,1-2 (1-3-11),0,tsukiotoshi,11784,M1w,1-2 (5-10),1
2020.01,3,11784,M1w,1-2 (5-10),1,tsukiotoshi,1123,Y1e,1-2 (1-3-11),0
2020.01,4,11726,M17w,3-1 (14-1),1,yoritaoshi,12231,M17e,2-2 (11-4),0
2020.01,4,12231,M17e,2-2 (11-4),0,yoritaoshi,11726,M17w,3-1 (14-1),1
2020.01,4,6473,M16e,2-2 (9-6),1,hatakikomi,12144,J3e,3-1 (7-8),0
2020.01,4,12144,J3e,3-1 (7-8),0,hatakikomi,6473,M16e,2-2 (9-6),1
2020.01,4,6491,M15w,0-4 (8-7),0,oshidashi,11868,M14e,4-0 (8-7),1
2020.01,4,11868,M14e,4-0 (8-7),1,oshidashi,6491,M15w,0-4 (8-7),0
2020.01,4,6753,M16w,2-2 (8-7),0,uwatedashinage,12024,M14w,2-2 (6-9),1
2020.01,4,12024,M14w,2-2 (6-9),1,uwatedashinage,6753,M16w,2-2 (8-7),0
2020.01,4,7153,M13w,2-2 (2-13),0,hatakikomi,11723,M15e,3-1 (7-8),1
2020.01,4,11723,M15e,3-1 (7-8),1,hatakikomi,7153,M13w,2-2 (2-13),0
2020.01,4,7240,M12w,1-3 (6-9),0,yorikiri,12113,M12e,2-2 (6-9),1
2020.01,4,12113,M12e,2-2 (6-9),1,yorikiri,7240,M12w,1-3 (6-9),0
2020.01,4,1226,M13e,2-2 (7-8),1,tsukiotoshi,11934,M11e,1-3 (7-8),0
2020.01,4,11934,M11e,1-3 (7-8),0,tsukiotoshi,1226,M13e,2-2 (7-8),1
2020.01,4,2879,M10e,2-2 (7-8),0,yorikiri,11845,M11w,4-0 (10-5),1
2020.01,4,11845,M11w,4-0 (10-5),1,yorikiri,2879,M10e,2-2 (7-8),0
2020.01,4,11855,M9e,2-2 (7-8),0,yorikiri,12051,M10w,1-3 (6-9),1
2020.01,4,12051,M10w,1-3 (6-9),1,yorikiri,11855,M9e,2-2 (7-8),0
2020.01,4,11786,M8e,2-2 (4-11),0,oshidashi,12292,M9w,3-1 (11-4),1
2020.01,4,12292,M9w,3-1 (11-4),1,oshidashi,11786,M8e,2-2 (4-11),0
2020.01,4,6594,M8w,3-1 (10-5),1,hatakikomi,12043,M7w,0-4 (9-6),0
2020.01,4,12043,M7w,0-4 (9-6),0,hatakikomi,6594,M8w,3-1 (10-5),1
2020.01,4,6614,M7e,2-2 (7-8),0,tsukiotoshi,11728,M6e,2-2 (7-8),1
2020.01,4,11728,M6e,2-2 (7-8),1,tsukiotoshi,6614,M7e,2-2 (7-8),0
2020.01,4,6599,M6w,2-2 (5-10),1,tsuridashi,12412,M5w,2-2 (8-7),0
2020.01,4,12412,M5w,2-2 (8-7),0,tsuridashi,6599,M6w,2-2 (5-10),1
2020.01,4,6463,M4e,2-2 (8-7),1,yorikiri,11946,M5e,0-4 (1-7-7),0
2020.01,4,11946,M5e,0-4 (1-7-7),0,yorikiri,6463,M4e,2-2 (8-7),1
2020.01,4,5944,M3e,2-2 (5-10),0,oshidashi,12210,M2w,2-2 (7-8),1
2020.01,4,12210,M2w,2-2 (7-8),1,oshidashi,5944,M3e,2-2 (5-10),0
2020.01,4,12094,K1e,1-3 (5-10),1,oshitaoshi,12291,S1e,3-1 (10-5),0
2020.01,4,12291,S1e,3-1 (10-5),0,oshitaoshi,12094,K1e,1-3 (5-10),1
2020.01,4,6480,S1w,2-2 (6-9),0,yorikiri,12130,M4w,4-0 (13-2),1
2020.01,4,12130,M4w,4-0 (13-2),1,yorikiri,6480,S1w,2-2 (6-9),0
2020.01,4,12055,M1e,3-1 (9-6),0,tsukiotoshi,12191,O1e,3-1 (11-4),1
2020.01,4,12191,O1e,3-1 (11-4),1,tsukiotoshi,12055,M1e,3-1 (9-6),0
2020.01,4,6468,O1w,1-3 (5-10),1,kubinage,11985,K1w,1-3 (7-8),0
2020.01,4,11985,K1w,1-3 (7-8),0,kubinage,6468,O1w,1-3 (5-10),1
2020.01,4,1123,Y1e,1-3 (1-3-11),0,fusen,12239,M2e,4-0 (11-4),1
2020.01,4,12239,M2e,4-0 (11-4),1,fusen,1123,Y1e,1-3 (1-3-11),0
2020.01,4,1219,Y1w,1-3 (1-4-10),0,oshidashi,11784,M1w,2-2 (5-10),1
2020.01,4,11784,M1w,2-2 (5-10),1,oshidashi,1219,Y1w,1-3 (1-4-10),0
2020.01,5,11723,M15e,3-2 (7-8),0,oshidashi,11726,M17w,4-1 (14-1),1
2020.01,5,11726,M17w,4-1 (14-1),1,oshidashi,11723,M15e,3-2 (7-8),0
2020.01,5,12024,M14w,2-3 (6-9),0,okuridashi,12231,M17e,3-2 (11-4),1
2020.01,5,12231,M17e,3-2 (11-4),1,okuridashi,12024,M14w,2-3 (6-9),0
2020.01,5,6473,M16e,3-2 (9-6),1,katasukashi,7153,M13w,2-3 (2-13),0
2020.01,5,7153,M13w,2-3 (2-13),0,katasukashi,6473,M16e,3-2 (9-6),1
2020.01,5,1226,M13e,3-2 (7-8),1,yorikiri,6753,M16w,2-3 (8-7),0
2020.01,5,6753,M16w,2-3 (8-7),0,yorikiri,1226,M13e,3-2 (7-8),1
2020.01,5,7240,M12w,1-4 (6-9),0,shitatenage,11868,M14e,5-0 (8-7),1
2020.01,5,11868,M14e,5-0 (8-7),1,shitatenage,7240,M12w,1-4 (6-9),0
2020.01,5,6491,M15w,1-4 (8-7),1,uwatenage,12113,M12e,2-3 (6-9),0
2020.01,5,12113,M12e,2-3 (6-9),0,uwatenage,6491,M15w,1-4 (8-7),1
2020.01,5,11845,M11w,5-0 (10-5),1,oshidashi,11934,M11e,1-4 (7-8),0
2020.01,5,11934,M11e,1-4 (7-8),0,oshidashi,11845,M11w,5-0 (10-5),1
2020.01,5,2879,M10e,2-3 (7-8),0,amiuchi,12051,M10w,2-3 (6-9),1
2020.01,5,12051,M10w,2-3 (6-9),1,amiuchi,2879,M10e,2-3 (7-8),0
2020.01,5,11855,M9e,2-3 (7-8),0,tsukiotoshi,12292,M9w,4-1 (11-4),1
2020.01,5,12292,M9w,4-1 (11-4),1,tsukiotoshi,11855,M9e,2-3 (7-8),0
2020.01,5,6594,M8w,3-2 (10-5),0,hatakikomi,11786,M8e,3-2 (4-11),1
2020.01,5,11786,M8e,3-2 (4-11),1,hatakikomi,6594,M8w,3-2 (10-5),0
2020.01,5,11728,M6e,2-3 (7-8),0,okuridashi,12043,M7w,1-4 (9-6),1
2020.01,5,12043,M7w,1-4 (9-6),1,okuridashi,11728,M6e,2-3 (7-8),0
2020.01,5,6614,M7e,2-3 (7-8),0,hikiotoshi,12412,M5w,3-2 (8-7),1
2020.01,5,12412,M5w,3-2 (8-7),1,hikiotoshi,6614,M7e,2-3 (7-8),0
2020.01,5,6599,M6w,2-3 (5-10),0,tsukiotoshi,11946,M5e,1-4 (1-7-7),1
2020.01,5,11946,M5e,1-4 (1-7-7),1,tsukiotoshi,6599,M6w,2-3 (5-10),0
2020.01,5,12130,M4w,5-0 (13-2),1,tsukidashi,12239,M2e,4-1 (11-4),0
2020.01,5,12239,M2e,4-1 (11-4),0,tsukidashi,12130,M4w,5-0 (13-2),1
2020.01,5,11784,M1w,2-3 (5-10),0,tsukidashi,12094,K1e,2-3 (5-10),1
2020.01,5,12094,K1e,2-3 (5-10),1,tsukidashi,11784,M1w,2-3 (5-10),0
2020.01,5,6480,S1w,2-3 (6-9),0,oshidashi,11985,K1w,2-3 (7-8),1
2020.01,5,11985,K1w,2-3 (7-8),1,oshidashi,6480,S1w,2-3 (6-9),0
2020.01,5,12055,M1e,4-1 (9-6),1,yoritaoshi,12291,S1e,3-2 (10-5),0
2020.01,5,12291,S1e,3-2 (10-5),0,yoritaoshi,12055,M1e,4-1 (9-6),1
2020.01,5,6463,M4e,3-2 (8-7),1,tottari,6468,O1w,1-4 (5-10),0
2020.01,5,6468,O1w,1-4 (5-10),0,tottari,6463,M4e,3-2 (8-7),1
2020.01,5,5944,M3e,2-3 (5-10),0,tsukiotoshi,12191,O1e,4-1 (11-4),1
2020.01,5,12191,O1e,4-1 (11-4),1,tsukiotoshi,5944,M3e,2-3 (5-10),0
2020.01,5,1219,Y1w,1-4 (1-4-10),0,fusen,12210,M2w,3-2 (7-8),1
2020.01,5,12210,M2w,3-2 (7-8),1,fusen,1219,Y1w,1-4 (1-4-10),0
2020.01,6,6473,M16e,4-2 (9-6),1,uwatenage,12231,M17e,3-3 (11-4),0
2020.01,6,12231,M17e,3-3 (11-4),0,uwatenage,6473,M16e,4-2 (9-6),1
2020.01,6,11726,M17w,5-1 (14-1),1,hikiotoshi,11868,M14e,5-1 (8-7),0
2020.01,6,11868,M14e,5-1 (8-7),0,hikiotoshi,11726,M17w,5-1 (14-1),1
2020.01,6,1226,M13e,3-3 (7-8),0,uwatedashinage,11723,M15e,4-2 (7-8),1
2020.01,6,11723,M15e,4-2 (7-8),1,uwatedashinage,1226,M13e,3-3 (7-8),0
2020.01,6,6753,M16w,3-3 (8-7),1,oshidashi,7153,M13w,2-4 (2-13),0
2020.01,6,7153,M13w,2-4 (2-13),0,oshidashi,6753,M16w,3-3 (8-7),1
2020.01,6,12024,M14w,3-3 (6-9),1,yoritaoshi,12113,M12e,2-4 (6-9),0
2020.01,6,12113,M12e,2-4 (6-9),0,yoritaoshi,12024,M14w,3-3 (6-9),1
2020.01,6,7240,M12w,2-4 (6-9),1,tsukidashi,12051,M10w,2-4 (6-9),0
2020.01,6,12051,M10w,2-4 (6-9),0,tsukidashi,7240,M12w,2-4 (6-9),1
2020.01,6,11855,M9e,2-4 (7-8),0,hatakikomi,11934,M11e,2-4 (7-8),1
2020.01,6,11934,M11e,2-4 (7-8),1,hatakikomi,11855,M9e,2-4 (7-8),0
2020.01,6,11845,M11w,5-1 (10-5),0,oshidashi,12292,M9w,5-1 (11-4),1
2020.01,6,12292,M9w,5-1 (11-4),1,oshidashi,11845,M11w,5-1 (10-5),0
2020.01,6,2879,M10e,3-3 (7-8),1,abisetaoshi,6594,M8w,3-3 (10-5),0
2020.01,6,6594,M8w,3-3 (10-5),0,abisetaoshi,2879,M10e,3-3 (7-8),1
2020.01,6,11728,M6e,2-4 (7-8),0,kotenage,11786,M8e,4-2 (4-11),1
2020.01,6,11786,M8e,4-2 (4-11),1,kotenage,11728,M6e,2-4 (7-8),0
2020.01,6,6614,M7e,3-3 (7-8),1,uwatedashinage,11946,M5e,1-5 (1-7-7),0
2020.01,6,11946,M5e,1-5 (1-7-7),0,uwatedashinage,6614,M7e,3-3 (7-8),1
2020.01,6,12043,M7w,2-4 (9-6),1,yoritaoshi,12412,M5w,3-3 (8-7),0
2020.01,6,12412,M5w,3-3 (8-7),0,yoritaoshi,12043,M7w,2-4 (9-6),1
2020.01,6,6599,M6w,2-4 (5-10),0,yorikiri,12130,M4w,6-0 (13-2),1
2020.01,6,12130,M4w,6-0 (13-2),1,yorikiri,6599,M6w,2-4 (5-10),0
2020.01,6,12094,K1e,3-3 (5-10),1,okuridashi,12239,M2e,4-2 (11-4),0
2020.01,6,12239,M2e,4-2 (11-4),0,okuridashi,12094,K1e,3-3 (5-10),1
2020.01,6,6463,M4e,4-2 (8-7),1,tsukiotoshi,11985,K1w,2-4 (7-8),0
2020.01,6,11985,K1w,2-4 (7-8),0,tsukiotoshi,6463,M4e,4-2 (8-7),1
2020.01,6,11784,M1w,2-4 (5-10),0,yorikiri,12291,S1e,4-2 (10-5),1
2020.01,6,12291,S1e,4-2 (10-5),1,yorikiri,11784,M1w,2-4 (5-10),0
2020.01,6,6480,S1w,2-4 (6-9),0,tsukidashi,12055,M1e,5-1 (9-6),1
2020.01,6,12055,M1e,5-1 (9-6),1,tsukidashi,6480,S1w,2-4 (6-9),0
2020.01,6,12191,O1e,5-1 (11-4),1,tsukiotoshi,12210,M2w,3-3 (7-8),0
2020.01,6,12210,M2w,3-3 (7-8),0,tsukiotoshi,12191,O1e,5-1 (11-4),1
2020.01,6,5944,M3e,2-4 (5-10),0,oshidashi,6468,O1w,2-4 (5-10),1
2020.01,6,6468,O1w,2-4 (5-10),1,oshidashi,5944,M3e,2-4 (5-10),0
2020.01,7,6473,M16e,4-3 (9-6),0,uwatenage,6753,M16w,4-3 (8-7),1
2020.01,7,6753,M16w,4-3 (8-7),1,uwatenage,6473,M16e,4-3 (9-6),0
2020.01,7,6596,J4e,4-3 (11-4),0,hatakikomi,11723,M15e,5-2 (7-8),1
2020.01,7,11723,M15e,5-2 (7-8),1,hatakikomi,6596,J4e,4-3 (11-4),0
2020.01,7,11868,M14e,6-1 (8-7),1,kotenage,12231,M17e,3-4 (11-4),0
2020.01,7,12231,M17e,3-4 (11-4),0,kotenage,11868,M14e,6-1 (8-7),1
2020.01,7,7153,M13w,2-5 (2-13),0,yorikiri,11726,M17w,6-1 (14-1),1
2020.01,7,11726,M17w,6-1 (14-1),1,yorikiri,7153,M13w,2-5 (2-13),0
2020.01,7,1226,M13e,4-3 (7-8),1,yorikiri,6491,M15w,2-5 (8-7),0
2020.01,7,6491,M15w,2-5 (8-7),0,yorikiri,1226,M13e,4-3 (7-8),1
2020.01,7,7240,M12w,3-4 (6-9),1,hatakikomi,12024,M14w,3-4 (6-9),0
2020.01,7,12024,M14w,3-4 (6-9),0,hatakikomi,7240,M12w,3-4 (6-9),1
2020.01,7,12051,M10w,2-5 (6-9),0,hikiotoshi,12113,M12e,3-4 (6-9),1
2020.01,7,12113,M12e,3-4 (6-9),1,hikiotoshi,12051,M10w,2-5 (6-9),0
2020.01,7,11934,M11e,3-4 (7-8),1,tsukitaoshi,12292,M9w,5-2 (11-4),0
2020.01,7,12292,M9w,5-2 (11-4),0,tsukitaoshi,11934,M11e,3-4 (7-8),1
2020.01,7,11845,M11w,5-2 (10-5),0,oshidashi,11855,M9e,3-4 (7-8),1
2020.01,7,11855,M9e,3-4 (7-8),1,oshidashi,11845,M11w,5-2 (10-5),0
2020.01,7,2879,M10e,4-3 (7-8),1,hikkake,11786,M8e,4-3 (4-11),0
2020.01,7,11786,M8e,4-3 (4-11),0,hikkake,2879,M10e,4-3 (7-8),1
2020.01,7,6594,M8w,4-3 (10-5),1,okuridashi,6614,M7e,3-4 (7-8),0
2020.01,7,6614,M7e,3-4 (7-8),0,okuridashi,6594,M8w,4-3 (10-5),1
2020.01,7,6599,M6w,3-4 (5-10),1,hatakikomi,11728,M6e,2-5 (7-8),0
2020.01,7,11728,M6e,2-5 (7-8),0,hatakikomi,6599,M6w,3-4 (5-10),1
2020.01,7,11946,M5e,1-6 (1-7-7),0,yorikiri,12043,M7w,3-4 (9-6),1
2020.01,7,12043,M7w,3-4 (9-6),1,yorikiri,11946,M5e,1-6 (1-7-7),0
2020.01,7,6463,M4e,5-2 (8-7),1,yoritaoshi,12412,M5w,3-4 (8-7),0
2020.01,7,12412,M5w,3-4 (8-7),0,yoritaoshi,6463,M4e,5-2 (8-7),1
2020.01,7,5944,M3e,2-5 (5-10),0,tottari,12055,M1e,6-1 (9-6),1
2020.01,7,12055,M1e,6-1 (9-6),1,tottari,5944,M3e,2-5 (5-10),0
2020.01,7,11985,K1w,2-5 (7-8),0,yorikiri,12210,M2w,4-3 (7-8),1
2020.01,7,12210,M2w,4-3 (7-8),1,yorikiri,11985,K1w,2-5 (7-8),0
