basho,day,rikishi1_id,rikishi1_rank,rikishi1_result,rikishi1_win,kimarite,rikishi2_id,rikishi2_rank,rikishi2_result,rikishi2_win
2021.05,5,12191,O1w,4-1 (12-3),1,hatakikomi,12231,M4e,1-4 (6-9),0
2021.05,5,12231,M4e,1-4 (6-9),0,hatakikomi,12191,O1w,4-1 (12-3),1
2021.05,5,12203,M2w,1-4 (5-10),0,uwatenage,12291,O1e,3-2 (7-5-3),1
2021.05,5,12291,O1e,3-2 (7-5-3),1,uwatenage,12203,M2w,1-4 (5-10),0
2021.05,6,7240,M16w,4-2 (8-7),1,oshidashi,11726,J2e,4-2 (11-4),0
2021.05,6,11726,J2e,4-2 (11-4),0,oshidashi,7240,M16w,4-2 (8-7),1
2021.05,6,6753,M15e,4-2 (9-6),1,oshidashi,11918,M17e,1-5 (5-10),0
2021.05,6,11918,M17e,1-5 (5-10),0,oshidashi,6753,M15e,4-2 (9-6),1
2021.05,6,12051,M16e,4-2 (7-8),1,uwatedashinage,12273,M13w,3-3 (7-8),0
2021.05,6,12273,M13w,3-3 (7-8),0,uwatedashinage,12051,M16e,4-2 (7-8),1
2021.05,6,11934,M14w,4-2 (10-5),1,oshidashi,12270,M11e,3-3 (7-8),0
2021.05,6,12270,M11e,3-3 (7-8),0,oshidashi,11934,M14w,4-2 (10-5),1
2021.05,6,8900,M13e,1-5 (1-7-7),0,hatakikomi,11785,M11w,3-3 (8-7),1
2021.05,6,11785,M11w,3-3 (8-7),1,hatakikomi,8900,M13e,1-5 (1-7-7),0
2021.05,6,5944,M10e,4-2 (7-8),0,oshidashi,7153,M12e,4-2 (9-6),1
2021.05,6,7153,M12e,4-2 (9-6),1,oshidashi,5944,M10e,4-2 (7-8),0
2021.05,6,6463,M12w,4-2 (9-6),1,abisetaoshi,11868,M10w,1-5 (7-8),0
2021.05,6,11868,M10w,1-5 (7-8),0,abisetaoshi,6463,M12w,4-2 (9-6),1
2021.05,6,6599,M7e,2-4 (5-10),1,yorikiri,11845,M9w,2-4 (6-9),0
2021.05,6,11845,M9w,2-4 (6-9),0,yorikiri,6599,M7e,2-4 (5-10),1
2021.05,6,11728,M7w,2-4 (7-8),0,okuridashi,12024,M9e,3-3 (7-8),1
2021.05,6,12024,M9e,3-3 (7-8),1,okuridashi,11728,M7w,2-4 (7-8),0
2021.05,6,12026,M6e,4-2 (5-10),0,kimedashi,12113,M8e,2-4 (4-11),1
2021.05,6,12113,M8e,2-4 (4-11),1,kimedashi,12026,M6e,4-2 (5-10),0
2021.05,6,12055,M8w,4-2 (11-4),0,oshidashi,12107,M6w,4-2 (9-6),1
2021.05,6,12107,M6w,4-2 (9-6),1,oshidashi,12055,M8w,4-2 (11-4),0
2021.05,6,12043,M5w,4-2 (7-8),0,hatakikomi,12370,M1e,4-2 (9-6),1
2021.05,6,12370,M1e,4-2 (9-6),1,hatakikomi,12043,M5w,4-2 (7-8),0
2021.05,6,11946,M2e,2-4 (8-7),1,oshidashi,12239,M1w,0-6 (6-9),0
2021.05,6,12239,M1w,0-6 (6-9),0,oshidashi,11946,M2e,2-4 (8-7),1
2021.05,6,6480,S1e,5-1 (10-5),1,uwatenage,12210,K1e,4-2 (10-5),0
2021.05,6,12210,K1e,4-2 (10-5),0,uwatenage,6480,S1e,5-1 (10-5),1
2021.05,6,11855,S1w,3-3 (5-10),0,oshidashi,11985,K1w,3-3 (6-9),1
2021.05,6,11985,K1w,3-3 (6-9),1,oshidashi,11855,S1w,3-3 (5-10),0
2021.05,6,12231,M4e,2-4 (6-9),1,uwatenage,12291,O1e,3-3 (7-5-3),0
2021.05,6,12291,O1e,3-3 (7-5-3),0,uwatenage,12231,M4e,2-4 (6-9),1
2021.05,6,11927,O2w,6-0 (12-3),1,yorikiri,12451,M5e,2-4 (7-8),0
2021.05,6,12451,M5e,2-4 (7-8),0,yorikiri,11927,O2w,6-0 (12-3),1
2021.05,6,11784,M4w,2-4 (6-9),1,oshidashi,12130,O2e,4-2 (9-6),0
2021.05,6,12130,O2e,4-2 (9-6),0,oshidashi,11784,M4w,2-4 (6-9),1
2021.05,6,12191,O1w,5-1 (12-3),1,tsukidashi,12203,M2w,1-5 (5-10),0
2021.05,6,12203,M2w,1-5 (5-10),0,tsukidashi,12191,O1w,5-1 (12-3),1
2021.05,7,11840,J1w,5-2 (11-4),1,yorikiri,12051,M16e,4-3 (7-8),0
2021.05,7,12051,M16e,4-3 (7-8),0,yorikiri,11840,J1w,5-2 (11-4),1
2021.05,7,7240,M16w,5-2 (8-7),1,oshidashi,8900,M13e,1-6 (1-7-7),0
2021.05,7,8900,M13e,1-6 (1-7-7),0,oshidashi,7240,M16w,5-2 (8-7),1
2021.05,7,6463,M12w,5-2 (9-6),1,hatakikomi,6753,M15e,4-3 (9-6),0
2021.05,7,6753,M15e,4-3 (9-6),0,hatakikomi,6463,M12w,5-2 (9-6),1
2021.05,7,7153,M12e,4-3 (9-6),0,yorikiri,11934,M14w,5-2 (10-5),1
2021.05,7,11934,M14w,5-2 (10-5),1,yorikiri,7153,M12e,4-3 (9-6),0
2021.05,7,11785,M11w,4-3 (8-7),1,uwatenage,11918,M17e,1-6 (5-10),0
2021.05,7,11918,M17e,1-6 (5-10),0,uwatenage,11785,M11w,4-3 (8-7),1
2021.05,7,12270,M11e,3-4 (7-8),0,yorikiri,12273,M13w,4-3 (7-8),1
2021.05,7,12273,M13w,4-3 (7-8),1,yorikiri,12270,M11e,3-4 (7-8),0
2021.05,7,11868,M10w,1-6 (7-8),0,oshidashi,12024,M9e,4-3 (7-8),1
2021.05,7,12024,M9e,4-3 (7-8),1,oshidashi,11868,M10w,1-6 (7-8),0
2021.05,7,5944,M10e,5-2 (7-8),1,uwatenage,12113,M8e,2-5 (4-11),0
2021.05,7,12113,M8e,2-5 (4-11),0,uwatenage,5944,M10e,5-2 (7-8),1
2021.05,7,11728,M7w,2-5 (7-8),0,oshidashi,11845,M9w,3-4 (6-9),1
2021.05,7,11845,M9w,3-4 (6-9),1,oshidashi,11728,M7w,2-5 (7-8),0
2021.05,7,6599,M7e,2-5 (5-10),0,yorikiri,12055,M8w,5-2 (11-4),1
2021.05,7,12055,M8w,5-2 (11-4),1,yorikiri,6599,M7e,2-5 (5-10),0
2021.05,7,12026,M6e,4-3 (5-10),0,yorikiri,12107,M6w,5-2 (9-6),1
2021.05,7,12107,M6w,5-2 (9-6),1,yorikiri,12026,M6e,4-3 (5-10),0
2021.05,7,12043,M5w,5-2 (7-8),1,oshidashi,12203,M2w,1-6 (5-10),0
2021.05,7,12203,M2w,1-6 (5-10),0,oshidashi,12043,M5w,5-2 (7-8),1
2021.05,7,11946,M2e,3-4 (8-7),1,hatakikomi,12370,M1e,4-3 (9-6),0
2021.05,7,12370,M1e,4-3 (9-6),0,hatakikomi,11946,M2e,3-4 (8-7),1
2021.05,7,11985,K1w,3-4 (6-9),0,yorikiri,12210,K1e,5-2 (10-5),1
2021.05,7,12210,K1e,5-2 (10-5),1,yorikiri,11985,K1w,3-4 (6-9),0
2021.05,7,6480,S1e,5-2 (10-5),0,tsukiotoshi,12239,M1w,1-6 (6-9),1
2021.05,7,12239,M1w,1-6 (6-9),1,tsukiotoshi,6480,S1e,5-2 (10-5),0
2021.05,7,12191,O1w,6-1 (12-3),1,hatakikomi,12451,M5e,2-5 (7-8),0
2021.05,7,12451,M5e,2-5 (7-8),0,hatakikomi,12191,O1w,6-1 (12-3),1
2021.05,7,11784,M4w,2-5 (6-9),0,sukuinage,12291,O1e,4-3 (7-5-3),1
2021.05,7,12291,O1e,4-3 (7-5-3),1,sukuinage,11784,M4w,2-5 (6-9),0
2021.05,7,11855,S1w,3-4 (5-10),0,hatakikomi,11927,O2w,7-0 (12-3),1
2021.05,7,11927,O2w,7-0 (12-3),1,hatakikomi,11855,S1w,3-4 (5-10),0
2021.05,7,12130,O2e,5-2 (9-6),1,yorikiri,12231,M4e,2-5 (6-9),0
2021.05,7,12231,M4e,2-5 (6-9),0,yorikiri,12130,O2e,5-2 (9-6),1
2021.05,8,6753,M15e,4-4 (9-6),0,sukuinage,12226,J2w,7-1 (12-3),1
2021.05,8,12226,J2w,7-1 (12-3),1,sukuinage,6753,M15e,4-4 (9-6),0
2021.05,8,8900,M13e,1-7 (1-7-7),0,fusen,11918,M17e,2-6 (5-10),1
2021.05,8,11918,M17e,2-6 (5-10),1,fusen,8900,M13e,1-7 (1-7-7),0
2021.05,8,7153,M12e,5-3 (9-6),1,yorikiri,12273,M13w,4-4 (7-8),0
2021.05,8,12273,M13w,4-4 (7-8),0,yorikiri,7153,M12e,5-3 (9-6),1
2021.05,8,6463,M12w,6-2 (9-6),1,yorikiri,7240,M16w,5-3 (8-7),0
2021.05,8,7240,M16w,5-3 (8-7),0,yorikiri,6463,M12w,6-2 (9-6),1
2021.05,8,11868,M10w,2-6 (7-8),1,sukuinage,12051,M16e,4-4 (7-8),0
2021.05,8,12051,M16e,4-4 (7-8),0,sukuinage,11868,M10w,2-6 (7-8),1
2021.05,8,11845,M9w,3-5 (6-9),0,tsukiotoshi,11934,M14w,6-2 (10-5),1
2021.05,8,11934,M14w,6-2 (10-5),1,tsukiotoshi,11845,M9w,3-5 (6-9),0
2021.05,8,12113,M8e,2-6 (4-11),0,uwatedashinage,12270,M11e,4-4 (7-8),1
2021.05,8,12270,M11e,4-4 (7-8),1,uwatedashinage,12113,M8e,2-6 (4-11),0
2021.05,8,6599,M7e,2-6 (5-10),0,uwatenage,11785,M11w,5-3 (8-7),1
2021.05,8,11785,M11w,5-3 (8-7),1,uwatenage,6599,M7e,2-6 (5-10),0
2021.05,8,5944,M10e,5-3 (7-8),0,oshidashi,11728,M7w,3-5 (7-8),1
2021.05,8,11728,M7w,3-5 (7-8),1,oshidashi,5944,M10e,5-3 (7-8),0
2021.05,8,12026,M6e,4-4 (5-10),0,uwatedashinage,12055,M8w,6-2 (11-4),1
2021.05,8,12055,M8w,6-2 (11-4),1,uwatedashinage,12026,M6e,4-4 (5-10),0
2021.05,8,12024,M9e,4-4 (7-8),0,oshidashi,12107,M6w,6-2 (9-6),1
2021.05,8,12107,M6w,6-2 (9-6),1,oshidashi,12024,M9e,4-4 (7-8),0
2021.05,8,11946,M2e,3-5 (8-7),0,tsukiotoshi,12043,M5w,6-2 (7-8),1
2021.05,8,12043,M5w,6-2 (7-8),1,tsukiotoshi,11946,M2e,3-5 (8-7),0
2021.05,8,12203,M2w,1-7 (5-10),0,oshidashi,12239,M1w,2-6 (6-9),1
2021.05,8,12239,M1w,2-6 (6-9),1,oshidashi,12203,M2w,1-7 (5-10),0
2021.05,8,6480,S1e,6-2 (10-5),1,okuritaoshi,12231,M4e,2-6 (6-9),0
2021.05,8,12231,M4e,2-6 (6-9),0,okuritaoshi,6480,S1e,6-2 (10-5),1
2021.05,8,11855,S1w,3-5 (5-10),0,oshidashi,12370,M1e,5-3 (9-6),1
2021.05,8,12370,M1e,5-3 (9-6),1,oshidashi,11855,S1w,3-5 (5-10),0
2021.05,8,12130,O2e,5-3 (9-6),0,oshidashi,12210,K1e,6-2 (10-5),1
2021.05,8,12210,K1e,6-2 (10-5),1,oshidashi,12130,O2e,5-3 (9-6),0
2021.05,8,11784,M4w,2-6 (6-9),0,hatakikomi,12191,O1w,7-1 (12-3),1
2021.05,8,12191,O1w,7-1 (12-3),1,hatakikomi,11784,M4w,2-6 (6-9),0
2021.05,8,12291,O1e,4-4 (7-5-3),0,uchigake,12451,M5e,3-5 (7-8),1
2021.05,8,12451,M5e,3-5 (7-8),1,uchigake,12291,O1e,4-4 (7-5-3),0
2021.05,8,11927,O2w,8-0 (12-3),1,oshidashi,11985,K1w,3-5 (6-9),0
2021.05,8,11985,K1w,3-5 (6-9),0,oshidashi,11927,O2w,8-0 (12-3),1
2021.05,9,7153,M12e,5-4 (9-6),0,hatakikomi,11918,M17e,3-6 (5-10),1
2021.05,9,11918,M17e,3-6 (5-10),1,hatakikomi,7153,M12e,5-4 (9-6),0
2021.05,9,11785,M11w,5-4 (8-7),0,shitatedashinage,12051,M16e,5-4 (7-8),1
2021.05,9,12051,M16e,5-4 (7-8),1,shitatedashinage,11785,M11w,5-4 (8-7),0
2021.05,9,5944,M10e,5-4 (7-8),0,oshidashi,7240,M16w,6-3 (8-7),1
2021.05,9,7240,M16w,6-3 (8-7),1,oshidashi,5944,M10e,5-4 (7-8),0
2021.05,9,12024,M9e,4-5 (7-8),0,yorikiri,12273,M13w,5-4 (7-8),1
2021.05,9,12273,M13w,5-4 (7-8),1,yorikiri,12024,M9e,4-5 (7-8),0
2021.05,9,6753,M15e,4-5 (9-6),0,hikiotoshi,12055,M8w,7-2 (11-4),1
2021.05,9,12055,M8w,7-2 (11-4),1,hikiotoshi,6753,M15e,4-5 (9-6),0
2021.05,9,11868,M10w,3-6 (7-8),1,kakenage,12113,M8e,2-7 (4-11),0
2021.05,9,12113,M8e,2-7 (4-11),0,kakenage,11868,M10w,3-6 (7-8),1
2021.05,9,11728,M7w,3-6 (7-8),0,okuridashi,12270,M11e,5-4 (7-8),1
2021.05,9,12270,M11e,5-4 (7-8),1,okuridashi,11728,M7w,3-6 (7-8),0
2021.05,9,6463,M12w,6-3 (9-6),0,yorikiri,12107,M6w,7-2 (9-6),1
2021.05,9,12107,M6w,7-2 (9-6),1,yorikiri,6463,M12w,6-3 (9-6),0
2021.05,9,11845,M9w,4-5 (6-9),1,yorikiri,12026,M6e,4-5 (5-10),0
2021.05,9,12026,M6e,4-5 (5-10),0,yorikiri,11845,M9w,4-5 (6-9),1
2021.05,9,6599,M7e,2-7 (5-10),0,yorikiri,11784,M4w,3-6 (6-9),1
2021.05,9,11784,M4w,3-6 (6-9),1,yorikiri,6599,M7e,2-7 (5-10),0
2021.05,9,11786,M3e,1-0-8 (4-3-8),1,hatakikomi,12231,M4e,2-7 (6-9),0
2021.05,9,12231,M4e,2-7 (6-9),0,hatakikomi,11786,M3e,1-0-8 (4-3-8),1
2021.05,9,11946,M2e,4-5 (8-7),1,hatakikomi,12203,M2w,1-8 (5-10),0
2021.05,9,12203,M2w,1-8 (5-10),0,hatakikomi,11946,M2e,4-5 (8-7),1
2021.05,9,12210,K1e,7-2 (10-5),1,uwatenage,12370,M1e,5-4 (9-6),0
2021.05,9,12370,M1e,5-4 (9-6),0,uwatenage,12210,K1e,7-2 (10-5),1
2021.05,9,11855,S1w,3-6 (5-10),0,oshidashi,12239,M1w,3-6 (6-9),1
2021.05,9,12239,M1w,3-6 (6-9),1,oshidashi,11855,S1w,3-6 (5-10),0
2021.05,9,6480,S1e,6-3 (10-5),0,hatakikomi,11927,O2w,9-0 (12-3),1
2021.05,9,11927,O2w,9-0 (12-3),1,hatakikomi,6480,S1e,6-3 (10-5),0
2021.05,9,12130,O2e,5-4 (9-6),0,sotogake,12451,M5e,4-5 (7-8),1
2021.05,9,12451,M5e,4-5 (7-8),1,sotogake,12130,O2e,5-4 (9-6),0
2021.05,9,11985,K1w,4-5 (6-9),1,oshidashi,12191,O1w,7-2 (12-3),0
2021.05,9,12191,O1w,7-2 (12-3),0,oshidashi,11985,K1w,4-5 (6-9),1
2021.05,9,12043,M5w,6-3 (7-8),0,kotenage,12291,O1e,5-4 (7-5-3),1
2021.05,9,12291,O1e,5-4 (7-5-3),1,kotenage,12043,M5w,6-3 (7-8),0
2021.05,10,11723,J3w,3-7 (5-10),0,oshidashi,11918,M17e,4-6 (5-10),1
2021.05,10,11918,M17e,4-6 (5-10),1,oshidashi,11723,J3w,3-7 (5-10),0
2021.05,10,6463,M12w,7-3 (9-6),1,oshidashi,12051,M16e,5-5 (7-8),0
2021.05,10,12051,M16e,5-5 (7-8),0,oshidashi,6463,M12w,7-3 (9-6),1
2021.05,10,7240,M16w,6-4 (8-7),0,shitatehineri,11868,M10w,4-6 (7-8),1
2021.05,10,11868,M10w,4-6 (7-8),1,shitatehineri,7240,M16w,6-4 (8-7),0
2021.05,10,6753,M15e,5-5 (9-6),1,yorikiri,12024,M9e,4-6 (7-8),0
2021.05,10,12024,M9e,4-6 (7-8),0,yorikiri,6753,M15e,5-5 (9-6),1
2021.05,10,7153,M12e,6-4 (9-6),1,yorikiri,11845,M9w,4-6 (6-9),0
2021.05,10,11845,M9w,4-6 (6-9),0,yorikiri,7153,M12e,6-4 (9-6),1
2021.05,10,11934,M14w,7-3 (10-5),0,kotenage,12113,M8e,3-7 (4-11),1
2021.05,10,12113,M8e,3-7 (4-11),1,kotenage,11934,M14w,7-3 (10-5),0
2021.05,10,12055,M8w,8-2 (11-4),1,oshidashi,12270,M11e,5-5 (7-8),0
2021.05,10,12270,M11e,5-5 (7-8),0,oshidashi,12055,M8w,8-2 (11-4),1
2021.05,10,6599,M7e,3-7 (5-10),1,tsukiotoshi,12273,M13w,5-5 (7-8),0
2021.05,10,12273,M13w,5-5 (7-8),0,tsukiotoshi,6599,M7e,3-7 (5-10),1
2021.05,10,5944,M10e,6-4 (7-8),1,oshidashi,12026,M6e,4-6 (5-10),0
2021.05,10,12026,M6e,4-6 (5-10),0,oshidashi,5944,M10e,6-4 (7-8),1
2021.05,10,11785,M11w,6-4 (8-7),1,okuridashi,12107,M6w,7-3 (9-6),0
2021.05,10,12107,M6w,7-3 (9-6),0,okuridashi,11785,M11w,6-4 (8-7),1
2021.05,10,11728,M7w,4-6 (7-8),1,tsukiotoshi,11786,M3e,1-1-8 (4-3-8),0
2021.05,10,11786,M3e,1-1-8 (4-3-8),0,tsukiotoshi,11728,M7w,4-6 (7-8),1
2021.05,10,11784,M4w,4-6 (6-9),1,oshidashi,12203,M2w,1-9 (5-10),0
2021.05,10,12203,M2w,1-9 (5-10),0,oshidashi,11784,M4w,4-6 (6-9),1
2021.05,10,12239,M1w,3-7 (6-9),0,okuridashi,12451,M5e,5-5 (7-8),1
2021.05,10,12451,M5e,5-5 (7-8),1,okuridashi,12239,M1w,3-7 (6-9),0
2021.05,10,11985,K1w,4-6 (6-9),0,yoritaoshi,12370,M1e,6-4 (9-6),1
2021.05,10,12370,M1e,6-4 (9-6),1,yoritaoshi,11985,K1w,4-6 (6-9),0
2021.05,10,11855,S1w,4-6 (5-10),1,tsukidashi,11946,M2e,4-6 (8-7),0
2021.05,10,11946,M2e,4-6 (8-7),0,tsukidashi,11855,S1w,4-6 (5-10),1
2021.05,10,12210,K1e,7-3 (10-5),0,yorikiri,12291,O1e,6-4 (7-5-3),1
2021.05,10,12291,O1e,6-4 (7-5-3),1,yorikiri,12210,K1e,7-3 (10-5),0
2021.05,10,11927,O2w,10-0 (12-3),1,yorikiri,12231,M4e,2-8 (6-9),0
2021.05,10,12231,M4e,2-8 (6-9),0,yorikiri,11927,O2w,10-0 (12-3),1
2021.05,10,6480,S1e,7-3 (10-5),1,yorikiri,12130,O2e,5-5 (9-6),0
2021.05,10,12130,O2e,5-5 (9-6),0,yorikiri,6480,S1e,7-3 (10-5),1
2021.05,10,12043,M5w,6-4 (7-8),0,oshidashi,12191,O1w,8-2 (12-3),1
2021.05,10,12191,O1w,8-2 (12-3),1,oshidashi,12043,M5w,6-4 (7-8),0
2021.05,11,7240,M16w,6-5 (8-7),0,yorikiri,12412,J1e,4-7 (5-10),1
2021.05,11,12412,J1e,4-7 (5-10),1,yorikiri,7240,M16w,6-5 (8-7),0
2021.05,11,6753,M15e,5-6 (9-6),0,uwatedashinage,12270,M11e,6-5 (7-8),1
2021.05,11,12270,M11e,6-5 (7-8),1,uwatedashinage,6753,M15e,5-6 (9-6),0
2021.05,11,5944,M10e,6-5 (7-8),0,hikiotoshi,6463,M12w,8-3 (9-6),1
2021.05,11,6463,M12w,8-3 (9-6),1,hikiotoshi,5944,M10e,6-5 (7-8),0
2021.05,11,11785,M11w,6-5 (8-7),0,yoritaoshi,11845,M9w,5-6 (6-9),1
2021.05,11,11845,M9w,5-6 (6-9),1,yoritaoshi,11785,M11w,6-5 (8-7),0
2021.05,11,12024,M9e,5-6 (7-8),1,oshidashi,12051,M16e,5-6 (7-8),0
2021.05,11,12051,M16e,5-6 (7-8),0,oshidashi,12024,M9e,5-6 (7-8),1
2021.05,11,11934,M14w,7-4 (10-5),0,oshidashi,12055,M8w,9-2 (11-4),1
2021.05,11,12055,M8w,9-2 (11-4),1,oshidashi,11934,M14w,7-4 (10-5),0
2021.05,11,11918,M17e,4-7 (5-10),0,abisetaoshi,12113,M8e,4-7 (4-11),1
2021.05,11,12113,M8e,4-7 (4-11),1,abisetaoshi,11918,M17e,4-7 (5-10),0
2021.05,11,11728,M7w,5-6 (7-8),1,sukuinage,12273,M13w,5-6 (7-8),0
2021.05,11,12273,M13w,5-6 (7-8),0,sukuinage,11728,M7w,5-6 (7-8),1
2021.05,11,7153,M12e,6-5 (9-6),0,oshidashi,12107,M6w,8-3 (9-6),1
2021.05,11,12107,M6w,8-3 (9-6),1,oshidashi,7153,M12e,6-5 (9-6),0
2021.05,11,11868,M10w,5-6 (7-8),1,uwatedashinage,12026,M6e,4-7 (5-10),0
2021.05,11,12026,M6e,4-7 (5-10),0,uwatedashinage,11868,M10w,5-6 (7-8),1
2021.05,11,6599,M7e,3-8 (5-10),0,uwatedashinage,12231,M4e,3-8 (6-9),1
2021.05,11,12231,M4e,3-8 (6-9),1,uwatedashinage,6599,M7e,3-8 (5-10),0
2021.05,11,11786,M3e,1-2-8 (4-3-8),0,hikiotoshi,12203,M2w,2-9 (5-10),1
2021.05,11,12203,M2w,2-9 (5-10),1,hikiotoshi,11786,M3e,1-2-8 (4-3-8),0
2021.05,11,12370,M1e,7-4 (9-6),1,tsukidashi,12451,M5e,5-6 (7-8),0
2021.05,11,12451,M5e,5-6 (7-8),0,tsukidashi,12370,M1e,7-4 (9-6),1
2021.05,11,11946,M2e,5-6 (8-7),1,yorikiri,11985,K1w,4-7 (6-9),0
2021.05,11,11985,K1w,4-7 (6-9),0,yorikiri,11946,M2e,5-6 (8-7),1
2021.05,11,12210,K1e,7-4 (10-5),0,yorikiri,12239,M1w,4-7 (6-9),1
2021.05,11,12239,M1w,4-7 (6-9),1,yorikiri,12210,K1e,7-4 (10-5),0
2021.05,11,6480,S1e,7-4 (10-5),0,okuridashi,12191,O1w,9-2 (12-3),1
2021.05,11,12191,O1w,9-2 (12-3),1,okuridashi,6480,S1e,7-4 (10-5),0
2021.05,11,11855,S1w,4-7 (5-10),0,sukuinage,12291,O1e,7-4 (7-5-3),1
2021.05,11,12291,O1e,7-4 (7-5-3),1,sukuinage,11855,S1w,4-7 (5-10),0
2021.05,11,11784,M4w,5-6 (6-9),1,hansoku,11927,O2w,10-1 (12-3),0
2021.05,11,11927,O2w,10-1 (12-3),0,hansoku,11784,M4w,5-6 (6-9),1
2021.05,11,12043,M5w,6-5 (7-8),0,oshidashi,12130,O2e,6-5 (9-6),1
2021.05,11,12130,O2e,6-5 (9-6),1,oshidashi,12043,M5w,6-5 (7-8),0
2021.05,12,11726,J2e,8-4 (11-4),1,oshidashi,12051,M16e,5-7 (7-8),0
2021.05,12,12051,M16e,5-7 (7-8),0,oshidashi,11726,J2e,8-4 (11-4),1
2021.05,12,6463,M12w,8-4 (9-6),0,hikiotoshi,11934,M14w,8-4 (10-5),1
2021.05,12,11934,M14w,8-4 (10-5),1,hikiotoshi,6463,M12w,8-4 (9-6),0
2021.05,12,5944,M10e,6-6 (7-8),0,oshidashi,6753,M15e,6-6 (9-6),1
2021.05,12,6753,M15e,6-6 (9-6),1,oshidashi,5944,M10e,6-6 (7-8),0
2021.05,12,11868,M10w,5-7 (7-8),0,yorikiri,12273,M13w,6-6 (7-8),1
2021.05,12,12273,M13w,6-6 (7-8),1,yorikiri,11868,M10w,5-7 (7-8),0
2021.05,12,11918,M17e,4-8 (5-10),0,oshidashi,12024,M9e,6-6 (7-8),1
2021.05,12,12024,M9e,6-6 (7-8),1,oshidashi,11918,M17e,4-8 (5-10),0
2021.05,12,11845,M9w,5-7 (6-9),0,shitatedashinage,12270,M11e,7-5 (7-8),1
2021.05,12,12270,M11e,7-5 (7-8),1,shitatedashinage,11845,M9w,5-7 (6-9),0
2021.05,12,7240,M16w,7-5 (8-7),1,tsukiotoshi,12113,M8e,4-8 (4-11),0
2021.05,12,12113,M8e,4-8 (4-11),0,tsukiotoshi,7240,M16w,7-5 (8-7),1
2021.05,12,7153,M12e,7-5 (9-6),1,yorikiri,12055,M8w,9-3 (11-4),0
2021.05,12,12055,M8w,9-3 (11-4),0,yorikiri,7153,M12e,7-5 (9-6),1
2021.05,12,11728,M7w,6-6 (7-8),1,oshitaoshi,11785,M11w,6-6 (8-7),0
2021.05,12,11785,M11w,6-6 (8-7),0,oshitaoshi,11728,M7w,6-6 (7-8),1
2021.05,12,6599,M7e,4-8 (5-10),1,yoritaoshi,12451,M5e,5-7 (7-8),0
2021.05,12,12451,M5e,5-7 (7-8),0,yoritaoshi,6599,M7e,4-8 (5-10),1
2021.05,12,11784,M4w,5-7 (6-9),0,hatakikomi,11786,M3e,2-2-8 (4-3-8),1
2021.05,12,11786,M3e,2-2-8 (4-3-8),1,hatakikomi,11784,M4w,5-7 (6-9),0
2021.05,12,12203,M2w,3-9 (5-10),1,okuridashi,12231,M4e,3-9 (6-9),0
2021.05,12,12231,M4e,3-9 (6-9),0,okuridashi,12203,M2w,3-9 (5-10),1
2021.05,12,12026,M6e,5-7 (5-10),1,hatakikomi,12370,M1e,7-5 (9-6),0
2021.05,12,12370,M1e,7-5 (9-6),0,hatakikomi,12026,M6e,5-7 (5-10),1
2021.05,12,11946,M2e,6-6 (8-7),1,yorikiri,12210,K1e,7-5 (10-5),0
2021.05,12,12210,K1e,7-5 (10-5),0,yorikiri,11946,M2e,6-6 (8-7),1
2021.05,12,11985,K1w,4-8 (6-9),0,hatakikomi,12239,M1w,5-7 (6-9),1
2021.05,12,12239,M1w,5-7 (6-9),1,hatakikomi,11985,K1w,4-8 (6-9),0
2021.05,12,11855,S1w,4-8 (5-10),0,sukuinage,12130,O2e,7-5 (9-6),1
2021.05,12,12130,O2e,7-5 (9-6),1,sukuinage,11855,S1w,4-8 (5-10),0
2021.05,12,12107,M6w,8-4 (9-6),0,oshidashi,12191,O1w,10-2 (12-3),1
2021.05,12,12191,O1w,10-2 (12-3),1,oshidashi,12107,M6w,8-4 (9-6),0
2021.05,12,6480,S1e,8-4 (10-5),1,fusen,12291,O1e,7-5 (7-5-3),0
2021.05,12,12291,O1e,7-5 (7-5-3),0,fusen,6480,S1e,8-4 (10-5),1
2021.05,12,11927,O2w,11-1 (12-3),1,yorikiri,12043,M5w,6-6 (7-8),0
2021.05,12,12043,M5w,6-6 (7-8),0,yorikiri,11927,O2w,11-1 (12-3),1
2021.05,13,6753,M15e,7-6 (9-6),1,yorikiri,11785,M11w,6-7 (8-7),0
2021.05,13,11785,M11w,6-7 (8-7),0,yorikiri,6753,M15e,7-6 (9-6),1
2021.05,13,7240,M16w,8-5 (8-7),1,yorikiri,12270,M11e,7-6 (7-8),0
2021.05,13,12270,M11e,7-6 (7-8),0,yorikiri,7240,M16w,8-5 (8-7),1
2021.05,13,11868,M10w,6-7 (7-8),1,yoritaoshi,11918,M17e,4-9 (5-10),0
2021.05,13,11918,M17e,4-9 (5-10),0,yoritaoshi,11868,M10w,6-7 (7-8),1
2021.05,13,5944,M10e,6-7 (7-8),0,tsukitaoshi,11934,M14w,9-4 (10-5),1
2021.05,13,11934,M14w,9-4 (10-5),1,tsukitaoshi,5944,M10e,6-7 (7-8),0
2021.05,13,11845,M9w,6-7 (6-9),1,hatakikomi,12051,M16e,5-8 (7-8),0
2021.05,13,12051,M16e,5-8 (7-8),0,hatakikomi,11845,M9w,6-7 (6-9),1
2021.05,13,6463,M12w,8-5 (9-6),0,yorikiri,12024,M9e,7-6 (7-8),1
